Volume,Permittivity,Conductivity,Bend,Feed,S11,VSWR,Gain,Efficiency,Bandwidth,WiFi Fault,BT Fault,WiFi Status,BT Status,epsilon_r
1837.782144,2.46,11597.59,0.8,-19.64,-5.29,2.77,-0.99,68.37,143.24,Humidity_Sweat,Strong_Flexion,Fault,Fault,1.94
2288.920294,2.46,12296.3,1.19,-13.85,-24.3,2.0,1.76,87.98,90.54,Conductivity_Degradation,No_Fault,Fault,Normal,2.97
1520.9326079999998,2.13,6942.69,0.54,-7.82,-14.74,2.62,-0.99,74.11,112.44,Cracks,Body_Effect,Fault,Fault,2.89
1926.9599999999996,1.62,4607.76,0.36,-14.06,-10.47,3.58,3.13,68.25,97.74,Conductivity_Degradation,Body_Effect,Fault,Fault,1.54
1276.026949,2.24,11237.79,1.03,-21.22,-5.11,1.48,0.12,55.25,80.25,Humidity_Sweat,Humidity_or_Sweat,Fault,Fault,2.22
1462.592586,2.32,12336.2,0.3,-18.39,-14.99,2.53,4.36,35.36,54.19,Cracks,Cracks,Fault,Fault,3.89
2045.95629,2.19,11183.91,1.01,-22.36,-5.36,1.52,1.97,89.9,114.75,Strong_Flexion,Coupure,Fault,Fault,1.74
1430.2591619999998,2.31,9637.47,0.46,-13.29,-24.44,1.39,1.77,88.55,101.26,Rupture_Coupure,No_Fault,Fault,Normal,3.59
1542.5323200000003,2.13,11719.43,0.72,-20.95,-22.82,3.46,5.95,44.24,111.25,Cracks,Bending,Fault,Fault,2.25
2523.6377340000004,2.5,9112.03,0.65,-20.76,-23.87,3.72,-0.24,55.93,52.17,Conductivity_Degradation,Bending,Fault,Fault,1.69
1389.4258439999999,1.66,9452.77,0.26,-16.86,-24.85,3.02,4.99,79.11,80.26,Body_Effect,Coupure,Fault,Fault,3.31
1229.6205,1.73,4685.16,0.15,-13.81,-12.02,3.18,3.3,57.19,93.99,Conductivity_Degradation,Cracks,Fault,Fault,1.87
1977.1466400000004,2.02,10428.53,0.23,-22.75,-18.48,3.16,1.72,30.07,135.57,Cracks,Cracks,Fault,Fault,2.19
1594.78228,2.11,13956.13,1.16,-15.46,-5.96,1.78,4.64,62.92,41.69,Rupture_Coupure,Cracks,Fault,Fault,3.01
1348.953993,1.59,4811.79,0.78,-13.82,-21.39,3.58,1.33,38.38,75.02,Conductivity_Degradation,Bending,Fault,Fault,1.97
1432.2249399999998,1.88,3661.5,0.79,-8.41,-22.89,3.18,2.95,78.75,123.35,Strong_Flexion,Conductivity_Degradation,Fault,Fault,3.48
1852.8842999999997,2.25,9921.85,0.35,-15.18,-15.93,1.36,1.47,89.41,45.64,Strong_Flexion,Coupure,Fault,Fault,3.93
1282.92018,2.28,13108.0,0.74,-10.64,-7.24,1.2,-0.41,82.13,44.73,Rupture_Coupure,Rupture,Fault,Fault,2.16
1551.6943820000001,1.8,6484.08,0.87,-17.98,-10.36,1.05,-0.83,58.1,150.01,Humidity_Sweat,Conductivity_Degradation,Fault,Fault,1.62
2335.5563039999997,1.53,5284.39,0.11,-10.4,-5.17,1.33,5.6,87.5,106.12,Cracks,Conductivity_Degradation,Fault,Fault,3.49
1829.145024,2.03,11279.81,0.19,-20.39,-8.83,3.16,2.59,32.77,42.22,Bending,Conductivity_Degradation,Fault,Fault,2.6
2846.708016,2.11,9028.17,1.18,-24.34,-21.38,3.11,1.2,59.86,114.75,Humidity_Sweat,Rupture,Fault,Fault,2.33
1714.0721040000003,2.21,7675.48,0.17,-8.53,-16.54,1.52,5.9,35.9,78.66,Cracks,Humidity_or_Sweat,Fault,Fault,3.19
2403.4517640000004,2.48,3145.94,0.22,-24.31,-23.72,3.86,0.56,35.02,72.4,Body_Effect,Humidity_or_Sweat,Fault,Fault,3.69
1651.8508160000001,2.06,5637.85,0.91,-5.95,-8.92,1.74,4.93,39.25,79.99,Body_Effect,Bending,Fault,Fault,3.66
1725.56076,2.44,7816.59,0.59,-15.46,-17.72,3.28,3.03,66.21,112.11,Conductivity_Degradation,Rupture,Fault,Fault,2.55
2276.03922,1.64,9755.33,0.81,-17.68,-22.89,2.46,1.35,83.46,64.38,Conductivity_Degradation,No_Fault,Fault,Normal,2.35
1565.4172800000001,1.53,8650.45,0.73,-23.99,-11.16,2.69,2.94,34.86,82.81,Conductivity_Degradation,Coupure,Fault,Fault,3.41
1410.41505,2.42,10613.37,0.41,-7.31,-18.43,3.52,3.28,52.92,62.06,Body_Effect,Conductivity_Degradation,Fault,Fault,3.57
2453.8259519999997,1.88,5462.07,0.86,-20.83,-10.52,3.21,1.36,43.69,129.8,Humidity_Sweat,Rupture,Fault,Fault,3.81
2220.78118,2.07,7624.24,0.48,-17.96,-20.33,3.81,4.43,83.19,82.26,Bending,Strong_Flexion,Fault,Fault,3.92
2366.0558459999997,1.76,11242.12,0.6,-10.57,-16.12,2.49,-0.86,74.4,44.11,Rupture_Coupure,Body_Effect,Fault,Fault,1.8
2141.079284,2.22,4174.78,1.1,-7.36,-3.7,3.88,4.36,50.64,100.54,Bending,Rupture,Fault,Fault,2.57
1248.497676,1.88,6147.12,0.48,-12.51,-9.93,3.25,0.55,40.98,156.18,Conductivity_Degradation,Bending,Fault,Fault,2.89
2414.017565,2.05,7027.66,0.36,-24.17,-5.74,3.47,4.19,47.87,96.73,Body_Effect,Strong_Flexion,Fault,Fault,2.56
2092.360005,2.15,4642.24,0.23,-15.21,-14.35,1.38,5.76,79.04,144.67,No_Fault,No_Fault,Normal,Normal,2.66
2562.2892,1.65,3111.05,0.53,-17.7,-24.38,3.43,2.61,88.56,140.02,Conductivity_Degradation,Cracks,Fault,Fault,1.99
1209.150516,1.92,4435.72,0.11,-21.19,-3.7,1.48,2.52,70.16,65.94,Cracks,Humidity_or_Sweat,Fault,Fault,3.72
1690.8409319999998,2.29,5845.38,0.3,-18.07,-8.33,3.64,3.02,66.76,61.51,Bending,Humidity_or_Sweat,Fault,Fault,3.23
2072.966142,1.84,13202.99,0.81,-6.93,-16.43,3.62,0.57,67.38,157.67,Cracks,Cracks,Fault,Fault,2.92
1791.0060899999999,1.62,13866.29,0.24,-15.52,-16.03,3.06,-0.68,74.14,158.19,Body_Effect,Rupture,Fault,Fault,2.33
2060.504935,1.51,5834.16,0.58,-15.63,-10.28,2.33,1.69,37.3,111.81,Body_Effect,Body_Effect,Fault,Fault,3.8
2086.49375,2.16,14932.32,0.58,-12.05,-3.49,3.71,4.78,40.2,78.73,Cracks,Body_Effect,Fault,Fault,3.26
1571.26662,1.96,6815.12,0.24,-10.73,-5.68,3.75,3.64,67.59,126.24,Bending,Conductivity_Degradation,Fault,Fault,3.4
1580.5070540000002,1.74,6886.38,0.21,-10.75,-11.2,1.97,2.62,45.74,43.34,Cracks,Body_Effect,Fault,Fault,1.59
1171.424232,1.7,14879.01,0.56,-5.23,-6.19,2.82,0.22,39.93,133.04,Body_Effect,Humidity_or_Sweat,Fault,Fault,1.74
1859.934776,1.62,13686.36,0.17,-9.5,-9.82,2.54,4.34,62.87,123.27,Bending,No_Fault,Fault,Normal,1.59
2555.0739900000003,2.36,3646.67,1.03,-9.43,-8.06,1.99,-0.89,59.68,104.13,Body_Effect,Rupture,Fault,Fault,3.58
1356.770688,1.62,14198.37,0.72,-5.09,-11.2,1.27,5.38,43.71,127.44,Bending,No_Fault,Fault,Normal,2.81
1510.157376,1.74,6378.92,0.29,-20.24,-20.03,3.64,2.24,82.59,56.56,Rupture_Coupure,Bending,Fault,Fault,3.91
2226.245175,1.68,9874.71,0.69,-12.04,-24.7,1.13,-0.36,53.6,111.73,Conductivity_Degradation,Body_Effect,Fault,Fault,2.74
2544.0951360000004,2.2,12230.66,0.4,-7.06,-3.35,3.73,4.77,80.75,53.27,Body_Effect,Bending,Fault,Fault,2.35
1622.0764980000001,2.27,12236.37,1.13,-24.89,-15.59,2.71,1.38,89.49,47.19,Body_Effect,Conductivity_Degradation,Fault,Fault,2.05
1585.698048,2.09,9419.23,1.14,-5.51,-7.87,3.63,3.84,77.13,104.02,Humidity_Sweat,Coupure,Fault,Fault,3.67
2197.6807050000007,2.38,7110.13,1.08,-8.71,-15.44,3.57,1.29,65.62,67.6,Strong_Flexion,Body_Effect,Fault,Fault,3.43
1250.15396,2.17,7404.31,1.16,-14.96,-9.86,1.4,2.36,74.05,140.02,Rupture_Coupure,No_Fault,Fault,Normal,3.24
1871.5704,2.14,5798.07,0.28,-20.28,-22.91,1.85,0.8,63.65,134.41,Strong_Flexion,No_Fault,Fault,Normal,1.57
1443.2296020000003,2.36,6991.38,0.56,-19.97,-24.3,1.05,1.38,67.59,62.06,Body_Effect,No_Fault,Fault,Normal,4.0
1182.39488,1.7,13247.91,0.97,-24.73,-11.65,2.55,-0.32,74.5,83.47,Humidity_Sweat,Humidity_or_Sweat,Fault,Fault,3.74
2048.655805,1.85,7373.68,0.3,-11.4,-7.46,1.96,4.93,32.0,122.13,Cracks,Rupture,Fault,Fault,2.95
1466.337897,1.6,9362.5,0.71,-18.01,-17.01,3.76,2.84,78.13,123.31,Bending,Strong_Flexion,Fault,Fault,2.9
1971.853308,2.49,4136.82,0.65,-15.0,-16.43,1.82,1.67,87.41,41.01,Strong_Flexion,Coupure,Fault,Fault,3.93
1765.558674,1.94,3993.62,0.41,-8.0,-15.09,3.15,0.99,78.36,115.88,Strong_Flexion,Strong_Flexion,Fault,Fault,2.48
1811.241168,1.74,9782.84,0.94,-11.65,-18.02,2.9,3.4,31.24,95.3,Conductivity_Degradation,Strong_Flexion,Fault,Fault,3.31
2283.88398,2.23,5418.6,0.42,-21.84,-11.52,1.75,5.46,42.19,69.46,Bending,No_Fault,Fault,Normal,3.1
2411.7542399999998,2.23,10639.73,1.09,-10.5,-11.11,3.76,4.35,30.89,144.23,Conductivity_Degradation,Rupture,Fault,Fault,3.29
1744.8896640000003,1.73,6983.7,0.98,-7.87,-21.1,3.6,0.89,75.38,66.81,Strong_Flexion,Humidity_or_Sweat,Fault,Fault,3.14
1233.0081360000001,2.28,14054.31,0.39,-22.47,-15.99,1.27,-0.73,80.5,100.98,Cracks,Humidity_or_Sweat,Fault,Fault,2.33
1604.0684,1.72,12008.14,1.12,-8.3,-11.77,1.77,-0.95,84.95,98.9,Cracks,Body_Effect,Fault,Fault,3.35
1702.50416,1.64,14961.14,0.75,-18.91,-7.96,3.31,0.89,45.72,127.79,Bending,Bending,Fault,Fault,2.69
2131.6672080000003,2.23,9597.19,0.96,-10.69,-12.78,3.01,5.41,79.28,66.03,Body_Effect,Humidity_or_Sweat,Fault,Fault,3.34
1676.3292,2.16,6435.78,0.92,-5.96,-16.63,1.08,3.23,44.13,72.87,Body_Effect,No_Fault,Fault,Normal,3.31
1539.6155999999999,2.48,14298.54,0.91,-5.37,-3.15,1.81,1.42,85.28,126.02,Humidity_Sweat,Conductivity_Degradation,Fault,Fault,1.83
1868.89352,1.53,10375.7,0.88,-7.17,-10.57,2.7,1.09,52.93,113.59,Conductivity_Degradation,No_Fault,Fault,Normal,1.9
2478.61173,2.27,3898.77,0.3,-15.54,-21.18,3.63,4.15,53.33,141.99,Strong_Flexion,Bending,Fault,Fault,2.12
2368.31023,2.07,5406.43,0.23,-15.04,-20.54,2.18,-0.7,56.07,85.63,Humidity_Sweat,Strong_Flexion,Fault,Fault,3.99
2135.6482560000004,2.4,8419.34,0.84,-22.62,-16.25,1.62,-0.71,86.88,65.91,Rupture_Coupure,Humidity_or_Sweat,Fault,Fault,3.86
1515.9275280000002,2.38,5683.42,1.09,-21.93,-4.8,2.11,2.31,74.54,46.51,Cracks,Cracks,Fault,Fault,3.07
1637.8450000000003,2.28,9045.27,0.67,-22.74,-20.38,3.19,1.19,74.27,111.85,Strong_Flexion,Body_Effect,Fault,Fault,3.15
2249.6142240000004,1.76,4172.94,0.52,-10.78,-5.64,2.34,-0.9,77.48,59.56,Strong_Flexion,Rupture,Fault,Fault,3.36
1135.8556200000003,1.74,13447.85,0.68,-10.95,-23.53,3.85,-0.8,83.47,42.58,Cracks,Humidity_or_Sweat,Fault,Fault,3.72
1852.8842999999997,2.25,9921.85,0.35,-15.18,-15.93,1.36,1.47,89.41,45.64,Strong_Flexion,Coupure,Fault,Fault,3.93
1984.1529879999998,1.94,13611.9,0.84,-5.2,-10.23,1.32,2.45,68.18,41.89,Humidity_Sweat,Humidity_or_Sweat,Fault,Fault,3.15
2351.999232,1.55,14107.49,0.89,-13.96,-13.43,3.46,2.19,81.72,123.6,Body_Effect,Rupture,Fault,Fault,2.36
2266.511247,2.49,3855.69,0.82,-24.36,-17.42,2.68,2.38,56.19,152.49,Humidity_Sweat,No_Fault,Fault,Normal,1.54
2337.3071999999997,2.11,9731.05,0.43,-5.93,-3.3,3.99,4.48,89.37,105.11,Cracks,Conductivity_Degradation,Fault,Fault,2.76
1475.539968,2.45,9261.55,0.58,-18.88,-10.47,1.03,5.38,66.97,40.07,Humidity_Sweat,Conductivity_Degradation,Fault,Fault,3.72
1589.831208,1.72,11971.58,0.43,-8.48,-5.15,2.59,3.92,75.84,115.2,Conductivity_Degradation,Strong_Flexion,Fault,Fault,2.23
2196.5446079999997,1.52,12346.36,0.5,-18.42,-12.73,3.71,2.56,43.57,94.89,Bending,Humidity_or_Sweat,Fault,Fault,1.82
2370.195954,1.84,10217.97,1.13,-7.44,-20.01,2.71,-0.91,88.05,134.67,Body_Effect,Humidity_or_Sweat,Fault,Fault,2.77
2224.8203280000007,1.6,14408.62,0.36,-23.69,-18.97,3.82,5.84,58.27,80.57,Cracks,Strong_Flexion,Fault,Fault,2.65
1932.7535819999998,1.62,3091.41,0.24,-23.05,-7.66,2.16,4.79,69.81,92.78,Strong_Flexion,No_Fault,Fault,Normal,2.18
1287.8852350000002,2.18,8036.3,1.19,-12.96,-12.44,3.67,1.27,44.99,131.66,Bending,Rupture,Fault,Fault,2.08
2493.9824000000003,1.88,14694.73,0.8,-23.68,-23.14,3.25,-0.57,30.47,87.26,Rupture_Coupure,Conductivity_Degradation,Fault,Fault,3.1
1324.8873039999999,2.03,11400.38,1.14,-9.39,-9.47,2.9,5.99,66.57,133.8,Humidity_Sweat,No_Fault,Fault,Normal,2.97
1447.6968,1.83,13482.66,0.97,-14.69,-5.71,2.75,0.96,88.56,47.12,Humidity_Sweat,Bending,Fault,Fault,3.05
1350.5719919999997,2.19,5069.69,0.16,-19.98,-3.74,2.0,-0.6,70.22,60.88,Conductivity_Degradation,Cracks,Fault,Fault,3.65
1770.398714,1.88,10739.88,0.94,-9.57,-18.77,3.92,2.88,67.67,116.23,Conductivity_Degradation,Bending,Fault,Fault,3.22
1518.05934,2.0,5183.81,0.83,-23.97,-17.14,2.78,5.71,35.91,58.54,Bending,Strong_Flexion,Fault,Fault,2.08
1356.0722500000002,1.79,11017.09,1.12,-13.2,-10.57,2.48,2.3,73.27,122.09,Conductivity_Degradation,No_Fault,Fault,Normal,2.98
1990.2328599999998,2.02,4339.81,0.14,-17.83,-4.27,1.54,0.88,58.99,149.7,Rupture_Coupure,Humidity_or_Sweat,Fault,Fault,1.91
1443.2296020000003,2.36,6991.38,0.56,-19.97,-24.3,1.05,1.38,67.59,62.06,Body_Effect,No_Fault,Fault,Normal,4.0
2044.53067,1.77,8143.04,0.32,-10.62,-23.25,2.05,-0.41,71.69,143.53,Strong_Flexion,Body_Effect,Fault,Fault,1.87
2533.07076,2.21,4260.45,0.71,-20.78,-10.87,2.21,-0.71,83.97,150.34,Conductivity_Degradation,Body_Effect,Fault,Fault,2.65
2195.345815,2.32,9305.6,1.08,-23.35,-7.63,3.64,4.52,37.11,101.86,Strong_Flexion,Conductivity_Degradation,Fault,Fault,1.75
1866.864825,2.29,3264.12,1.04,-22.62,-24.47,1.43,4.85,33.04,149.65,Conductivity_Degradation,Strong_Flexion,Fault,Fault,1.63
2205.28296,2.36,4342.35,0.95,-6.9,-7.05,3.84,5.62,73.86,76.03,Cracks,Coupure,Fault,Fault,2.92
2249.73936,2.27,8623.21,0.85,-16.77,-20.77,2.17,4.51,78.11,155.34,Rupture_Coupure,No_Fault,Fault,Normal,2.98
1348.953993,1.59,4811.79,0.78,-13.82,-21.39,3.58,1.33,38.38,75.02,Conductivity_Degradation,Bending,Fault,Fault,1.97
2601.788085,1.87,14943.02,1.16,-24.73,-7.6,3.05,-0.41,88.33,47.78,Cracks,Coupure,Fault,Fault,2.36
1995.2608760000003,2.33,4550.23,0.84,-9.07,-4.9,2.03,0.88,74.79,87.82,Bending,Cracks,Fault,Fault,2.17
1781.6263680000002,2.31,10604.78,0.14,-15.59,-13.58,1.18,-0.59,78.16,71.49,Bending,Cracks,Fault,Fault,1.71
1195.5052239999998,2.41,12732.84,0.25,-8.63,-17.75,2.82,2.42,56.68,113.08,Conductivity_Degradation,No_Fault,Fault,Normal,3.5
2092.389376,2.2,11354.27,0.46,-20.93,-9.33,1.87,3.31,35.63,92.55,Conductivity_Degradation,Bending,Fault,Fault,2.39
2084.207524,1.95,14959.09,1.15,-19.81,-22.14,3.12,-0.75,41.72,75.09,Humidity_Sweat,Cracks,Fault,Fault,3.88
2673.55424,1.66,7623.24,0.42,-7.43,-14.36,3.74,3.95,89.93,111.97,Rupture_Coupure,Cracks,Fault,Fault,2.94
2569.8921600000003,1.69,12521.06,0.51,-19.71,-12.02,2.33,2.63,88.23,44.61,Conductivity_Degradation,Coupure,Fault,Fault,2.23
1523.8749360000004,1.91,4383.47,0.49,-20.56,-16.79,1.31,3.93,52.01,154.24,Body_Effect,No_Fault,Fault,Normal,2.52
1248.49704,2.26,12842.3,0.98,-5.65,-22.31,3.76,3.84,37.23,157.26,Bending,Coupure,Fault,Fault,2.98
1765.7577600000002,2.09,5841.65,0.74,-17.13,-5.15,3.89,4.36,79.17,134.48,Bending,Strong_Flexion,Fault,Fault,1.56
2118.1691299999998,1.51,7678.89,0.98,-5.0,-24.57,3.47,2.57,32.29,133.25,Rupture_Coupure,Bending,Fault,Fault,2.12
2632.55992,1.83,6839.72,0.75,-19.09,-9.82,2.33,0.98,30.9,142.86,Cracks,Body_Effect,Fault,Fault,2.5
2410.2443749999998,1.75,4639.7,1.11,-18.05,-17.72,3.21,2.39,77.09,68.28,Cracks,Rupture,Fault,Fault,1.6
1627.8640000000003,1.92,7190.12,0.11,-23.14,-18.65,3.39,-0.08,67.75,40.55,Cracks,Bending,Fault,Fault,3.15
2213.598673,2.41,9097.74,1.06,-8.99,-24.38,3.41,2.37,66.53,79.94,Bending,Rupture,Fault,Fault,3.08
1722.7978000000003,1.89,6742.99,0.49,-14.85,-19.93,1.81,5.74,51.98,137.43,Body_Effect,No_Fault,Fault,Normal,3.95
2046.2527799999998,1.65,5094.3,0.65,-14.95,-15.69,1.59,-0.38,65.06,56.52,Body_Effect,Bending,Fault,Fault,3.34
1895.19264,1.65,7567.3,1.06,-23.92,-21.08,3.02,0.6,81.0,57.53,Cracks,Strong_Flexion,Fault,Fault,3.71
1960.5896309999998,1.57,7163.54,0.98,-14.96,-10.04,2.22,-0.37,69.26,101.37,Strong_Flexion,Cracks,Fault,Fault,2.8
1752.9640040000002,2.02,6533.58,0.99,-15.0,-19.15,1.35,4.25,43.43,44.04,Cracks,Rupture,Fault,Fault,3.43
2122.1831679999996,2.14,9557.77,0.62,-22.4,-6.79,1.33,1.88,36.21,133.61,Bending,Cracks,Fault,Fault,3.45
1209.589744,1.6,9143.82,0.74,-21.49,-9.89,3.63,3.85,41.86,115.93,Body_Effect,Body_Effect,Fault,Fault,3.8
2619.3016000000002,2.22,8468.86,0.32,-15.74,-23.04,3.59,2.5,64.25,139.59,Body_Effect,Conductivity_Degradation,Fault,Fault,1.8
1751.5113,2.35,5306.38,0.18,-8.99,-6.03,1.54,4.71,43.8,135.06,Strong_Flexion,No_Fault,Fault,Normal,2.49
2352.151104,1.84,12570.57,0.42,-15.03,-16.26,3.99,0.69,80.52,136.95,Conductivity_Degradation,Humidity_or_Sweat,Fault,Fault,2.15
1682.8948549999998,1.93,5320.94,0.86,-20.19,-10.78,3.93,0.57,31.4,89.88,Strong_Flexion,Strong_Flexion,Fault,Fault,2.97
1761.6184040000003,1.69,11932.77,1.0,-17.48,-8.72,1.09,4.87,84.52,44.68,Bending,Cracks,Fault,Fault,3.08
1195.727104,1.78,14913.51,0.36,-9.24,-7.64,1.19,1.74,38.95,78.96,Conductivity_Degradation,Strong_Flexion,Fault,Fault,2.8
1566.30605,1.67,9066.35,0.33,-14.34,-14.15,1.38,-0.4,30.7,139.0,Rupture_Coupure,Humidity_or_Sweat,Fault,Fault,2.92
1818.506592,1.8,7763.74,0.56,-22.53,-8.68,2.03,-0.34,79.0,66.11,Strong_Flexion,Strong_Flexion,Fault,Fault,2.37
2139.3378510000002,1.86,10428.24,0.15,-22.98,-10.5,3.57,1.17,74.43,132.64,Conductivity_Degradation,Bending,Fault,Fault,3.49
2095.1254400000003,1.61,13457.54,0.94,-19.01,-18.35,1.36,4.05,55.46,129.48,Strong_Flexion,No_Fault,Fault,Normal,2.64
2352.151104,1.84,12570.57,0.42,-15.03,-16.26,3.99,0.69,80.52,136.95,Conductivity_Degradation,Humidity_or_Sweat,Fault,Fault,2.15
1726.8999000000001,1.85,7880.55,0.9,-24.13,-3.95,2.81,0.14,63.43,49.71,Rupture_Coupure,Rupture,Fault,Fault,2.84
2533.07076,2.21,4260.45,0.71,-20.78,-10.87,2.21,-0.71,83.97,150.34,Conductivity_Degradation,Body_Effect,Fault,Fault,2.65
2700.58498,1.53,10991.48,0.46,-22.17,-13.25,2.37,0.41,71.6,42.65,Body_Effect,Conductivity_Degradation,Fault,Fault,1.85
2337.3071999999997,2.11,9731.05,0.43,-5.93,-3.3,3.99,4.48,89.37,105.11,Cracks,Conductivity_Degradation,Fault,Fault,2.76
1506.1487020000002,2.29,9097.26,0.65,-20.84,-17.03,3.25,1.92,40.54,155.06,Humidity_Sweat,Humidity_or_Sweat,Fault,Fault,3.91
1844.920377,2.31,3747.11,0.81,-22.45,-18.68,3.49,-0.61,32.16,90.14,Rupture_Coupure,Cracks,Fault,Fault,1.55
1432.2249399999998,1.88,3661.5,0.79,-8.41,-22.89,3.18,2.95,78.75,123.35,Strong_Flexion,Conductivity_Degradation,Fault,Fault,3.48
2339.674414,1.84,5919.46,0.53,-23.06,-21.49,1.29,3.98,49.92,44.48,Humidity_Sweat,Coupure,Fault,Fault,2.33
1239.94455,2.32,8117.25,0.9,-24.49,-7.52,2.65,-0.85,32.89,88.84,Conductivity_Degradation,Bending,Fault,Fault,3.11
2265.2568,1.91,10387.43,0.53,-10.64,-19.2,2.0,3.61,64.79,116.88,No_Fault,No_Fault,Normal,Normal,2.39
1673.352534,2.43,7977.33,1.07,-17.52,-4.8,3.64,4.81,49.76,71.11,Humidity_Sweat,Cracks,Fault,Fault,2.12
1391.54544,2.18,10464.45,0.97,-22.46,-4.94,3.4,5.42,82.35,121.72,Rupture_Coupure,Cracks,Fault,Fault,3.04
1661.185656,1.7,7547.73,0.74,-22.49,-13.89,3.43,0.42,80.69,90.19,Bending,Conductivity_Degradation,Fault,Fault,3.44
2055.6005400000004,2.03,10782.96,0.64,-21.55,-10.84,3.0,3.11,61.26,96.27,Humidity_Sweat,No_Fault,Fault,Normal,2.52
2117.16912,1.68,6884.09,0.76,-9.6,-19.76,1.25,1.8,61.47,92.2,Bending,No_Fault,Fault,Normal,3.78
1903.7342649999996,1.92,6633.1,0.25,-14.29,-3.06,1.09,4.33,61.0,110.82,Strong_Flexion,Body_Effect,Fault,Fault,3.94
1306.9557599999998,1.81,12030.28,1.18,-15.73,-15.27,1.43,3.83,83.31,47.72,Conductivity_Degradation,Rupture,Fault,Fault,3.64
1633.6137120000003,1.51,6193.41,0.68,-14.06,-21.11,2.18,2.32,80.95,64.37,Strong_Flexion,No_Fault,Fault,Normal,2.79
2791.1532,1.5,6395.11,0.29,-19.03,-4.12,2.68,-0.33,71.18,62.83,Strong_Flexion,Cracks,Fault,Fault,1.79
2415.8173199999997,2.08,6971.17,0.91,-13.07,-22.89,2.69,-0.86,77.32,138.83,Rupture_Coupure,Strong_Flexion,Fault,Fault,2.28
1977.1466400000004,2.02,10428.53,0.23,-22.75,-18.48,3.16,1.72,30.07,135.57,Cracks,Cracks,Fault,Fault,2.19
1417.95334,2.32,12120.99,0.17,-8.89,-3.24,3.92,4.04,57.96,117.74,Cracks,Coupure,Fault,Fault,2.2
2240.308224,2.2,10768.27,0.33,-12.11,-3.4,1.33,3.82,66.86,85.1,Rupture_Coupure,Bending,Fault,Fault,2.49
1397.0338199999999,1.59,11419.83,0.9,-20.3,-19.76,3.5,4.57,41.38,95.48,Bending,Strong_Flexion,Fault,Fault,3.38
1965.750176,2.38,12520.91,0.91,-5.88,-17.42,2.88,5.34,44.76,40.73,Humidity_Sweat,Body_Effect,Fault,Fault,1.83
1872.0549120000003,2.01,9427.09,0.79,-15.17,-18.63,3.05,4.6,50.83,122.83,Body_Effect,Cracks,Fault,Fault,2.79
1907.8133880000003,2.27,12972.62,0.82,-16.64,-19.55,2.93,1.43,70.8,53.91,Cracks,Rupture,Fault,Fault,3.16
2363.7744,2.13,8963.88,0.9,-20.02,-5.38,1.82,5.61,85.59,49.35,Rupture_Coupure,Bending,Fault,Fault,1.73
2321.193192,1.89,4275.69,1.16,-15.05,-15.28,3.29,4.19,72.27,157.57,Humidity_Sweat,Humidity_or_Sweat,Fault,Fault,2.61
1191.570183,2.45,3503.42,0.98,-18.05,-17.46,2.74,-0.24,72.15,128.39,Cracks,Strong_Flexion,Fault,Fault,2.24
1248.740064,2.06,4302.83,1.16,-9.46,-3.16,3.3,1.09,78.72,64.12,Bending,Cracks,Fault,Fault,2.81
1595.362951,1.96,10647.64,0.63,-20.93,-24.96,3.1,3.33,30.47,75.83,Rupture_Coupure,Rupture,Fault,Fault,2.29
2302.209972,1.52,10290.85,1.12,-8.37,-18.17,3.47,1.75,59.99,83.59,Rupture_Coupure,Bending,Fault,Fault,3.64
2144.900912,2.1,10943.04,1.02,-20.39,-4.88,2.5,-0.91,78.41,67.74,Bending,Conductivity_Degradation,Fault,Fault,3.73
1356.770688,1.62,14198.37,0.72,-5.09,-11.2,1.27,5.38,43.71,127.44,Bending,No_Fault,Fault,Normal,2.81
1283.2323840000001,2.22,12599.51,0.86,-23.84,-7.36,3.48,1.13,44.87,127.77,Body_Effect,Cracks,Fault,Fault,2.92
1985.9778400000002,2.18,5525.16,0.83,-9.94,-21.38,1.73,-0.5,86.37,156.0,Cracks,Strong_Flexion,Fault,Fault,3.4
1454.712105,1.55,3350.42,1.08,-9.59,-13.03,3.53,0.06,89.11,126.65,Humidity_Sweat,Humidity_or_Sweat,Fault,Fault,3.54
1977.7557800000004,1.68,14079.82,1.0,-16.9,-4.03,1.17,3.27,51.24,134.85,Humidity_Sweat,Coupure,Fault,Fault,3.68
2334.992016,1.64,9704.7,0.11,-7.76,-12.72,3.27,2.43,71.43,151.75,Rupture_Coupure,Rupture,Fault,Fault,2.75
1859.934776,1.62,13686.36,0.17,-9.5,-9.82,2.54,4.34,62.87,123.27,Bending,No_Fault,Fault,Normal,1.59
2126.308464,1.99,6784.43,0.25,-19.12,-9.08,1.03,-0.09,81.09,106.16,Strong_Flexion,Bending,Fault,Fault,3.21
2112.764948,1.69,3441.13,1.12,-21.9,-10.57,2.23,1.55,73.14,91.64,Bending,No_Fault,Fault,Normal,3.89
1788.826725,2.09,10454.69,1.13,-20.6,-8.99,2.52,5.6,34.29,51.2,Bending,Strong_Flexion,Fault,Fault,2.37
1441.476,2.09,11136.17,0.41,-17.28,-3.75,2.04,3.14,57.42,89.77,Humidity_Sweat,Humidity_or_Sweat,Fault,Fault,1.76
2433.6046800000004,2.11,3638.76,0.4,-15.09,-24.05,3.69,1.96,61.81,43.27,Body_Effect,Humidity_or_Sweat,Fault,Fault,3.33
